,Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research,Admission Points
1182,438,317,106,1,2.63,3.5,7.65,1,61.0
1183,448,320,101,3,3.5,0.31,8.97,1,84.0
1184,331,301,96,1,2.38,1.56,8.66,0,46.03
1185,61,312,93,2,3.0,3.1,8.22,0,50.0
1186,388,302,85,2,1.79,2.88,7.98,0,51.01
1187,39,309,107,2,3.29,2.86,7.89,0,
1188,336,325,111,4,4.0,4.5,9.11,1,83.0
1189,139,331,114,5,4.0,3.19,9.37,1,90.48
1190,152,294,69,5,1.68,5.0,9.28,1,94.0
1191,439,318,110,1,2.5,2.15,8.54,1,67.0
1192,94,301,80,2,3.57,3.09,8.02,0,43.13
1193,349,302,114,1,2.0,2.0,8.6,0,57.0
1194,262,297,100,3,3.5,1.46,8.62,0,71.0
1195,146,327,115,3,3.65,3.2,9.24,1,87.27
1196,181,287,87,3,2.34,3.0,6.17,0,
1197,464,309,107,3,4.47,1.14,7.86,0,57.0
1198,299,330,114,3,4.5,4.5,9.24,1,90.0
1199,176,320,102,4,4.5,3.5,8.87,1,85.0
1200,297,313,98,1,1.17,1.67,6.85,0,50.5
1201,304,323,90,3,0.69,3.5,8.55,1,73.0
1202,132,264,105,5,5.0,4.5,8.65,0,77.0
1203,290,313,76,3,4.0,3.5,9.0,0,79.0
1204,174,323,88,4,4.0,4.5,9.23,1,89.0
1205,28,298,98,1,1.53,2.48,7.5,0,48.02
1206,380,311,85,2,0.4,2.91,6.21,0,46.06
1207,15,295,73,3,3.5,2.0,8.2,1,61.0
1208,430,340,105,5,5.0,0.81,9.06,1,95.0
1209,442,332,92,1,1.5,3.0,8.66,1,79.0
1210,471,320,110,5,4.0,4.0,9.27,1,87.0
1211,118,294,100,2,2.7,2.48,7.33,0,46.0
1212,282,317,109,3,4.0,4.5,9.11,1,80.0
1213,95,302,113,2,0.07,2.0,8.01,0,42.44
1214,458,295,99,1,2.0,1.5,7.57,0,37.0
1215,421,306,100,3,1.98,3.0,7.42,0,42.0
1216,79,311,70,3,2.21,3.0,8.04,0,48.51
1217,445,324,113,4,3.78,5.0,9.27,1,92.5
1218,146,320,113,2,2.0,2.5,8.64,1,81.0
1219,485,317,106,3,1.62,3.0,7.89,1,73.0
1220,23,304,117,5,5.0,4.74,9.6,1,94.5
1221,155,326,108,3,3.0,3.5,8.89,0,80.0
1222,456,305,86,2,1.5,2.5,8.16,0,59.0
1223,148,326,76,3,3.0,3.0,9.11,1,83.0
1224,148,326,92,3,0.54,3.0,9.11,1,83.0
1225,161,315,103,1,1.5,3.04,7.86,0,57.0
1226,82,272,120,4,5.0,5.0,9.5,1,96.0
1227,94,300,98,2,3.1,3.51,7.96,0,38.1
1228,94,301,97,2,3.34,3.0,7.88,1,44.0
1229,346,296,105,1,1.5,2.0,7.61,0,48.0
1230,236,314,98,4,0.78,4.48,9.17,1,86.47
1231,371,310,103,2,0.54,2.5,8.24,0,72.0
1232,472,311,103,3,2.0,4.0,8.09,0,64.0
1233,278,320,101,2,2.93,3.85,8.62,0,70.0
1234,273,294,95,1,1.5,3.22,7.64,0,49.0
1235,244,325,114,3,0.31,3.0,8.77,1,76.0
1236,198,310,106,2,0.72,0.67,8.33,0,73.0
1237,165,290,88,4,4.5,1.87,9.01,1,81.0
1238,107,289,108,4,4.5,3.53,9.18,1,87.0
1239,146,278,109,2,2.22,2.73,8.74,1,
1240,223,324,113,4,4.5,4.0,8.79,0,76.0
1241,360,321,117,2,2.0,1.5,8.44,0,81.0
1242,330,297,118,2,2.5,3.45,7.79,0,43.0
1243,481,321,73,3,3.5,4.0,9.01,1,80.0
1244,499,312,103,4,4.0,5.0,8.06,0,
1245,375,287,97,1,1.24,2.46,7.96,0,44.56
1246,458,295,99,1,2.0,1.5,7.54,0,37.0
1247,94,301,97,2,2.53,1.07,9.69,1,44.0
1248,382,282,78,2,2.5,2.89,7.75,0,40.12
1249,434,290,111,4,0.83,5.0,9.34,0,71.0
1250,78,301,99,2,3.0,2.0,8.22,0,64.0
1251,44,332,117,4,0.24,4.08,9.1,0,87.0
1252,346,279,97,1,1.78,2.0,7.48,0,
1253,374,302,104,1,2.0,2.49,7.65,0,45.08
1254,190,323,112,5,2.2,4.83,9.06,1,86.99
1255,414,290,101,3,3.0,2.0,7.94,1,49.0
1256,330,277,96,2,2.44,1.53,7.88,0,43.98
1257,61,309,100,2,2.87,3.0,8.34,0,48.0
1258,370,297,108,1,3.96,2.0,7.87,0,
1259,10,323,108,3,3.5,3.0,8.6,0,45.0
1260,95,303,98,2,3.74,3.19,9.33,0,43.06
1261,400,310,75,2,2.64,2.86,7.66,0,52.5
1262,99,332,119,4,5.0,4.5,8.68,1,90.0
1263,93,300,91,2,3.46,3.11,7.83,0,41.01
1264,97,306,100,2,2.71,3.0,9.25,0,48.0
1265,70,328,91,4,4.5,4.68,9.16,1,78.0
1266,31,300,97,2,0.92,3.0,8.1,1,65.0
1267,19,318,78,3,4.0,3.0,8.8,0,63.0
1268,341,292,107,3,3.0,3.37,8.46,1,75.0
1269,222,316,106,3,3.5,1.07,8.56,0,75.0
1270,424,262,69,5,0.44,2.64,9.54,1,
1271,147,315,105,3,2.0,4.3,9.75,0,75.0
1272,447,327,118,4,5.0,5.0,9.67,1,93.0
1273,33,338,115,4,3.16,4.86,9.43,1,90.5
1274,136,314,109,4,3.5,4.0,6.25,1,82.0
1275,477,292,113,2,2.23,3.68,7.43,0,49.08
1276,17,317,107,3,4.0,2.31,8.35,0,
1277,382,299,98,2,2.5,2.81,7.72,0,40.22
1278,177,329,100,4,4.5,4.5,9.16,1,90.0
1279,38,307,78,2,3.97,2.03,7.75,0,46.51
1280,169,314,115,2,2.0,4.0,7.8,1,64.0
1281,79,296,84,2,3.0,4.62,7.54,1,44.0
1282,152,299,88,5,5.0,5.0,6.49,1,94.0
1283,94,300,80,2,1.39,2.74,7.84,0,35.0
1284,134,323,111,5,2.02,4.5,8.78,0,79.0
1285,417,316,102,3,3.45,2.0,7.71,0,50.5
1286,130,333,120,5,5.0,2.94,8.32,1,92.0
1287,190,324,112,5,5.0,5.0,8.55,1,88.0
1288,137,312,103,3,5.0,4.0,9.75,0,76.0
1289,101,301,118,2,2.28,2.78,7.55,0,41.6
1290,393,287,112,4,4.0,3.5,9.12,1,84.0
1291,378,298,97,2,2.44,0.77,7.52,0,43.61
1292,198,310,106,2,3.5,2.5,8.33,0,73.0
1293,291,307,105,2,2.66,3.0,7.65,0,58.0
1294,37,299,106,2,1.03,4.0,8.4,0,64.0
1295,93,300,112,3,3.93,3.19,7.72,0,40.04
1296,233,314,107,2,2.5,3.5,8.27,0,69.0
1297,279,308,103,2,3.0,3.5,8.49,0,66.0
1298,34,302,114,5,4.0,2.06,9.6,1,90.0
1299,83,260,103,5,5.0,4.5,9.22,1,92.0
1300,384,300,99,2,3.3,3.2,8.35,0,40.82
1301,16,314,105,3,3.5,2.5,8.3,0,54.0
1302,90,306,75,3,0.9,0.18,6.78,0,46.02
1303,342,326,110,3,3.5,3.5,8.76,1,79.0
1304,41,308,110,3,3.5,1.13,8.0,1,46.0
1305,326,326,116,3,3.5,3.83,9.14,1,81.0
1306,200,313,107,3,4.0,4.5,8.69,0,72.0
1307,430,340,115,5,5.0,4.5,9.06,1,95.0
1308,218,261,109,4,4.0,4.0,9.13,1,85.0
1309,88,307,118,3,0.8,2.73,7.92,0,46.02
1310,12,322,105,2,3.34,1.83,8.33,1,48.02
1311,454,319,120,3,2.5,2.88,8.76,1,73.0
1312,384,296,96,2,2.85,2.0,7.66,0,46.0
1313,298,320,94,3,4.56,4.5,9.11,0,86.0
1314,74,314,108,4,4.5,1.83,9.04,1,84.0
1315,217,322,114,4,4.5,4.5,9.26,1,91.0
1316,382,303,107,2,2.5,4.05,6.57,0,40.22
1317,83,320,110,5,0.15,0.8,9.22,1,92.0
1318,186,327,74,4,3.74,1.97,9.14,1,90.96
1319,387,282,97,1,1.5,2.0,7.77,0,48.0
1320,354,301,101,1,1.68,2.0,7.72,0,49.01
1321,95,303,115,2,2.05,4.63,7.68,0,42.23
1322,31,297,96,1,2.31,4.89,7.37,0,69.0
1323,324,292,117,2,2.0,0.98,8.73,0,62.0
1324,330,297,96,2,2.5,1.5,7.93,0,43.0
1325,31,271,112,1,2.31,2.21,7.97,0,69.0
1326,236,326,73,5,2.42,4.0,9.23,1,88.0
1327,317,298,106,2,3.99,2.06,9.73,0,54.0
1328,178,319,110,3,3.5,3.5,9.04,0,82.0
1329,213,338,111,4,2.39,5.0,8.78,1,95.0
1330,370,282,102,2,3.32,3.8,9.13,0,84.81
1331,63,314,104,3,3.61,3.79,8.4,0,49.51
1332,90,306,101,3,1.52,0.33,7.54,0,46.02
1333,445,324,92,5,3.0,0.73,9.25,1,92.0
1334,398,330,116,4,2.8,4.5,9.45,1,91.0
1335,33,338,100,4,3.11,3.36,9.59,1,90.5
1336,128,300,83,2,1.5,2.25,9.4,0,48.47
1337,235,330,104,5,1.11,4.0,9.31,1,
1338,98,331,119,3,4.66,4.6,8.18,1,87.95
1339,427,323,113,4,4.09,4.82,9.74,1,88.9
1340,68,316,102,2,3.5,3.5,6.51,1,57.0
1341,25,336,94,5,2.87,3.5,9.8,1,97.0
1342,173,295,110,4,4.0,2.71,9.13,1,86.0
1343,217,322,112,4,2.29,4.5,9.26,1,91.0
1344,58,301,100,2,3.42,0.33,7.8,0,44.02
1345,463,307,105,4,3.0,3.0,7.94,0,62.0
1346,169,293,115,2,2.0,0.47,7.8,1,64.0
1347,81,312,101,3,2.0,1.3,8.02,1,50.0
1348,112,321,109,4,4.0,4.0,8.68,1,69.0
1349,167,302,82,3,2.32,4.0,8.33,0,65.0
1350,42,264,93,2,2.5,2.05,9.23,1,52.0
1351,208,296,102,3,2.24,4.0,8.02,1,66.0
1352,369,298,92,1,2.09,2.0,7.88,0,51.0
1353,275,297,109,1,2.0,2.5,7.95,0,58.0
1354,42,316,78,2,4.12,2.5,8.2,1,49.0
1355,168,313,76,3,2.0,2.96,8.27,0,64.0
1356,89,299,96,2,3.0,2.67,7.77,1,66.0
1357,49,321,110,3,3.5,5.0,8.98,1,82.0
1358,288,324,114,5,5.0,3.57,9.08,1,89.0
1359,470,326,120,4,4.0,3.5,9.16,1,86.0
1360,19,290,113,3,4.0,4.67,8.8,0,63.0
1361,122,259,119,5,4.29,0.68,9.48,1,94.0
1362,95,262,98,2,3.53,3.74,7.05,0,42.75
1363,95,302,98,3,1.32,2.72,6.19,0,43.0
1364,351,261,107,3,3.0,3.5,8.27,1,74.0
1365,378,312,100,2,2.0,2.76,7.77,0,49.27
1366,346,316,98,1,1.5,2.54,7.43,0,49.0
1367,386,335,117,5,2.46,5.0,9.82,1,96.0
1368,142,332,118,2,2.12,3.5,9.36,1,90.0
1369,417,316,102,3,3.45,3.69,8.07,0,50.5
1370,439,333,105,4,4.63,4.5,9.34,1,93.48
1371,438,317,106,1,1.5,3.5,7.65,1,61.0
1372,26,340,120,5,4.5,4.5,9.6,1,94.0
1373,129,326,112,3,3.5,3.0,9.1,1,84.0
1374,150,277,106,2,3.5,3.0,8.26,1,79.0
1375,346,314,108,1,3.49,2.0,7.45,0,48.02
1376,203,340,115,5,4.5,3.49,9.91,1,97.0
1377,392,318,106,3,4.26,3.0,6.24,0,71.0
1378,36,304,81,2,3.23,2.38,7.64,0,46.03
1379,42,312,106,1,3.94,1.96,8.42,0,52.5
1380,430,340,115,5,2.76,4.17,8.28,1,95.0
1381,183,299,100,2,3.0,3.5,7.88,0,68.0
1382,393,300,111,4,4.07,3.57,9.13,1,86.43
1383,140,318,109,1,3.5,3.45,6.27,0,
1384,500,309,70,4,4.33,4.5,9.04,0,84.0
1385,401,304,104,2,3.5,1.13,8.22,0,63.0
1386,174,323,110,4,1.76,4.5,9.23,1,133.5
1387,324,305,102,2,2.0,2.5,8.18,0,62.0
1388,181,300,83,3,3.5,3.0,8.16,0,71.0
1389,385,340,113,4,4.88,1.66,9.74,1,96.0
1390,451,284,69,4,3.41,4.5,8.86,1,82.0
1391,273,294,95,1,1.5,1.5,7.64,0,49.0
1392,199,311,73,3,4.99,4.5,8.43,0,70.0
1393,393,326,111,4,3.32,2.76,9.88,1,86.43
1394,28,258,93,2,1.5,0.55,7.5,1,44.0
1395,297,310,107,3,3.5,3.5,8.67,0,76.0
1396,412,313,94,2,2.5,1.5,8.13,0,56.0
1397,347,304,97,2,1.43,2.13,7.64,0,
1398,95,303,99,3,1.82,2.5,7.66,0,36.0
1399,60,258,103,2,1.19,2.09,8.29,0,44.52
1400,96,304,99,2,0.13,2.78,7.85,0,42.17
1401,264,324,111,3,2.5,1.5,8.79,1,70.0
1402,435,306,119,3,1.36,3.0,8.21,0,64.0
1403,287,336,118,5,4.66,3.12,9.19,1,92.0
1404,489,322,117,3,1.62,4.0,8.62,1,76.0
1405,445,311,113,5,4.0,5.0,9.25,1,92.0
1406,257,309,99,3,4.0,3.02,8.56,0,76.0
1407,143,282,115,5,2.25,0.05,9.44,1,92.0
1408,61,316,106,2,0.38,2.56,8.45,0,47.03
1409,239,310,104,3,2.0,4.87,8.37,0,70.0
1410,276,322,110,3,3.42,3.88,8.47,1,78.0
1411,10,324,106,3,3.5,3.79,8.44,0,48.53
1412,166,322,110,5,0.4,4.0,8.97,0,78.0
1413,254,335,79,4,4.5,0.36,9.68,1,93.0
1414,33,297,118,4,2.71,4.5,9.61,1,91.0
1415,73,321,111,5,5.0,1.33,9.01,1,93.0
1416,308,325,112,4,4.01,4.0,9.0,1,
1417,375,312,103,2,2.0,2.5,7.63,0,38.5
1418,12,327,111,4,4.0,4.5,9.0,1,84.0
1419,447,299,114,2,0.59,2.26,6.1,0,46.52
1420,15,275,104,3,3.5,2.0,8.2,1,61.0
1421,87,315,101,3,3.74,3.5,8.42,0,72.0
1422,347,298,94,1,2.32,1.04,7.34,0,44.51
1423,395,324,103,3,3.54,3.5,9.05,1,82.99
1424,96,305,118,2,2.8,2.9,7.93,0,44.9
1425,36,320,110,5,5.0,5.0,9.2,1,
1426,10,280,115,3,3.5,3.0,9.81,0,45.0
1427,420,303,100,3,2.36,2.76,7.48,0,47.08
1428,279,304,85,2,3.0,3.5,7.5,0,66.0
1429,107,329,111,4,4.5,3.56,9.18,1,87.0
1430,210,301,104,3,3.5,4.0,7.67,1,68.0
1431,192,269,70,5,4.0,5.0,8.98,1,87.0
1432,476,300,116,3,3.5,2.5,7.88,0,59.0
1433,173,322,107,4,4.0,3.68,9.45,1,86.0
1434,124,308,108,3,3.5,3.5,8.22,0,61.0
1435,461,319,97,4,0.41,4.5,8.66,1,77.0
1436,347,303,106,1,1.12,1.24,7.36,0,45.98
1437,39,306,105,1,3.98,2.75,7.7,0,50.02
1438,99,270,108,4,5.0,4.5,9.24,1,90.0
1439,378,290,120,1,1.5,2.0,7.56,0,47.0
1440,131,272,114,5,4.0,0.89,9.76,1,
1441,24,334,107,5,2.29,4.5,9.7,1,95.0
1442,176,307,117,4,4.5,3.5,9.52,1,85.0
1443,379,291,98,2,2.06,3.98,7.59,0,43.62
1444,97,287,98,2,3.0,3.0,8.0,0,48.0
1445,371,310,105,2,2.5,0.83,8.24,0,72.0
1446,420,302,100,3,2.27,3.9,7.47,0,47.06
1447,384,300,100,3,3.0,3.5,8.26,0,62.0
1448,202,267,89,2,3.5,3.0,8.41,1,72.0
1449,370,297,92,1,3.03,1.98,9.31,0,50.03
1450,369,298,117,1,4.97,2.0,7.88,0,51.0
1451,447,322,112,4,3.64,4.75,9.06,1,86.71
1452,347,297,69,1,1.17,1.33,7.34,0,44.52
1453,388,307,105,2,0.94,3.5,8.23,0,53.0
1454,79,294,93,1,1.92,2.0,7.41,0,45.0
1455,450,315,93,3,3.5,4.5,9.13,0,79.0
1456,257,309,99,3,4.0,1.22,8.56,0,76.0
1457,16,323,70,2,0.62,3.71,8.36,1,50.5
1458,280,304,102,2,3.0,4.0,8.73,0,67.0
1459,96,304,118,4,1.5,2.5,7.84,0,42.0
1460,391,314,73,2,0.07,2.5,8.24,0,64.0
1461,170,311,99,2,2.5,3.0,7.98,0,65.0
1462,319,274,106,1,1.19,1.19,7.45,0,45.58
1463,470,326,114,4,4.0,3.7,9.16,1,86.0
1464,105,326,94,3,3.5,3.0,9.05,1,74.0
1465,374,293,109,3,3.0,3.0,8.54,1,79.0
1466,41,310,74,2,2.9,2.87,8.05,1,47.5
1467,429,316,103,2,2.0,4.51,8.74,0,69.0
1468,28,297,97,1,4.5,1.78,7.49,0,45.01
1469,337,331,74,4,4.92,0.45,9.44,1,88.16
1470,348,299,120,1,4.13,1.0,7.92,0,42.0
1471,187,317,107,3,3.5,3.0,8.68,1,84.0
1472,251,281,99,3,3.0,4.02,8.57,1,74.0
1473,371,300,95,1,2.0,2.2,7.79,0,44.55
1474,174,301,73,4,4.0,0.22,9.0,1,86.5
1475,171,312,94,2,1.59,1.56,8.04,1,68.0
1476,347,298,94,1,1.03,1.07,6.62,0,45.02
1477,22,325,78,4,3.0,2.0,8.4,0,70.0
1478,48,321,110,3,3.88,4.75,7.38,1,84.89
1479,95,303,99,3,1.52,2.5,7.83,0,39.03
1480,325,315,104,3,3.0,2.5,8.33,0,67.0
1481,204,334,120,5,4.0,0.61,9.87,1,97.0
1482,85,340,112,5,4.5,4.5,9.45,1,94.0
1483,258,324,100,3,4.0,5.0,8.64,1,78.0
1484,160,297,105,1,4.4,2.16,7.83,0,52.5
1485,114,298,92,2,3.0,3.39,7.44,0,47.5
1486,213,338,120,4,5.0,5.0,9.66,1,95.0
1487,399,312,103,3,2.38,3.22,8.74,0,67.0
1488,92,299,79,3,5.0,1.06,7.66,0,38.0
1489,77,263,118,3,3.0,3.0,8.72,1,74.0
1490,431,299,104,3,4.0,1.81,8.13,1,74.0
1491,347,301,111,1,3.31,1.14,7.35,0,45.53
1492,144,340,71,4,4.5,4.0,9.92,1,97.0
1493,292,300,87,2,1.5,2.0,7.87,0,56.0
1494,58,298,104,2,2.66,2.0,7.6,0,46.0
1495,9,270,102,1,2.0,1.5,8.0,0,50.0
1496,258,324,100,3,4.88,5.0,8.64,1,78.0
1497,40,301,105,1,2.72,2.06,7.59,0,50.5
1498,92,299,97,3,4.62,3.38,9.63,0,38.46
1499,376,304,112,2,2.0,2.5,7.66,0,
1500,12,327,102,4,3.22,4.04,9.0,1,84.0
1501,122,290,103,3,1.95,2.45,7.5,0,48.52
1502,389,296,97,2,1.59,2.0,7.8,0,49.0
1503,336,325,116,4,1.71,4.5,9.11,1,83.0
1504,274,312,102,1,1.0,3.63,9.86,1,52.0
1505,94,300,107,2,2.96,2.74,7.84,0,35.0
1506,92,299,88,3,4.71,3.4,7.66,0,37.0
1507,28,297,120,1,1.52,2.48,7.49,0,45.0
1508,28,298,98,2,1.5,3.45,7.5,1,44.0
1509,463,297,83,1,4.81,0.64,7.28,0,41.59
1510,129,326,112,3,1.5,3.0,9.1,1,84.0
1511,448,267,108,2,2.35,1.03,6.44,0,49.08
1512,29,295,110,1,2.0,1.04,7.2,0,46.0
1513,255,321,114,4,4.0,5.0,9.12,0,85.0
1514,400,300,71,2,0.69,1.1,7.56,0,50.5
1515,424,334,104,5,4.5,5.0,9.54,1,94.0
1516,21,312,69,3,3.13,3.93,7.9,1,64.0
1517,348,299,94,1,1.0,1.0,7.34,0,42.0
1518,152,332,101,5,5.0,3.54,9.33,1,
1519,245,314,107,2,2.5,3.99,8.56,0,63.0
1520,420,308,76,2,0.62,3.5,7.98,1,
1521,74,314,108,4,2.57,1.16,9.04,1,84.0
1522,79,296,95,2,3.0,2.0,7.54,1,44.0
1523,267,312,103,2,2.0,2.5,6.51,0,72.0
1524,393,326,114,4,4.0,2.33,7.04,1,84.0
1525,406,302,101,3,4.55,4.23,7.45,0,52.0
1526,446,328,116,5,4.5,5.0,9.08,1,
1527,424,334,86,5,4.5,5.0,9.54,1,94.0
1528,94,262,97,2,2.86,4.91,9.31,0,40.02
1529,191,324,111,5,4.5,4.0,9.16,1,90.0
1530,314,308,100,3,1.87,2.77,6.4,0,67.0
1531,91,281,75,2,4.92,3.44,7.66,0,41.03
1532,95,303,99,3,2.0,3.97,7.66,0,54.0
1533,246,328,116,4,3.03,0.22,9.02,1,81.0
1534,100,323,100,3,4.0,1.36,8.88,1,79.0
1535,330,297,94,1,4.54,3.05,7.41,0,45.53
1536,449,312,109,2,2.5,4.0,9.55,0,80.0
1537,348,299,94,1,1.0,1.54,7.62,0,42.0
1538,377,297,84,2,1.91,2.08,7.46,0,40.1
1539,217,322,95,4,4.44,4.04,9.13,1,
1540,116,310,83,4,0.45,3.84,6.61,1,66.0
1541,347,302,95,1,1.33,4.13,7.89,0,44.53
1542,73,321,83,5,5.0,3.73,9.45,1,93.0
1543,29,290,99,2,1.88,2.65,7.53,0,46.02
1544,66,285,112,4,3.5,3.5,8.92,0,55.0
1545,60,308,79,2,3.02,2.96,8.11,0,46.35
1546,320,296,95,1,2.33,1.28,7.85,0,46.03
1547,432,271,105,2,2.0,4.38,7.57,0,46.53
1548,175,287,112,4,4.0,4.0,8.97,1,87.0
1549,88,317,107,2,1.0,3.0,8.28,0,66.0
1550,93,298,102,2,4.0,3.0,8.25,0,34.0
1551,377,297,69,2,3.47,2.08,9.29,0,40.1
1552,404,330,112,4,1.12,4.54,9.23,1,91.0
1553,315,305,105,2,3.97,4.0,8.13,0,66.0
1554,220,312,104,3,3.5,1.71,8.42,0,74.0
1555,187,317,107,3,3.5,3.0,8.68,1,84.0
1556,463,307,105,4,3.0,3.0,8.57,0,62.0
1557,54,324,85,4,4.0,0.9,8.1,1,72.0
1558,185,260,102,2,2.5,2.91,8.32,0,72.0
1559,278,306,101,2,2.5,0.32,8.62,0,70.0
1560,173,322,110,4,4.0,4.94,9.14,1,87.47
1561,101,322,115,3,3.97,3.5,8.46,1,71.0
1562,378,272,103,1,1.67,2.0,7.55,0,44.15
1563,441,286,103,1,4.31,1.5,7.78,0,45.41
1564,114,298,99,2,3.0,3.76,7.44,0,47.5
1565,274,312,77,1,1.0,1.71,8.01,1,52.0
1566,149,292,99,1,2.65,2.91,6.63,0,47.54
1567,102,312,105,2,4.41,3.0,8.37,0,64.0
1568,371,310,71,2,2.5,3.89,8.24,0,72.0
